pbindaff,gauss1_inter,gauss2_inter,repulsion_inter,hydrophobic_inter,hydrogenbonding_inter,gauss1_intra,gauss2_intra,repulsion_intra,hydrophobic_intra,hydrogenbonding_intra,flexibility,PDB
5.5400,133.5577,1856.0599,5.5152,31.1009,12.9104,17.2533,123.5321,0.3807,0.0000,0.6551,0.0500,2olb
8.7000,99.4877,1218.4735,1.4977,78.4400,0.0000,6.4863,40.9968,0.6287,14.0842,0.0000,0.3333,2pcp
3.5500,63.9652,1021.0728,2.8420,8.2819,6.2330,10.6954,59.5457,0.3839,0.0000,1.5986,0.1176,2qwc
5.6700,79.8779,1228.4055,3.2774,15.4357,6.3004,21.9781,91.1715,1.1580,0.8872,0.8728,0.1176,2qwf
3.4200,79.7619,1062.4524,3.7128,9.1320,9.0447,11.0773,58.7188,0.5751,0.0000,1.0000,0.1176,2sim
5.8900,51.9802,770.8898,2.4038,18.3930,5.1581,9.1901,17.4932,0.2208,0.0000,0.3630,0.1429,2tmn
4.1500,45.7581,1011.7404,1.2480,5.5811,3.6135,1.3853,22.8983,0.0000,0.0000,0.0000,0.2000,2toh
4.3100,82.4030,1058.1138,2.0458,14.8269,4.4948,10.9279,34.1207,0.1240,0.0000,0.0000,0.1053,2tpi
4.8200,61.0112,589.8236,2.0183,0.0000,4.1035,3.9141,3.9474,0.0025,0.0000,0.0000,0.2500,2ypi
6.8600,108.2113,1777.1785,1.9820,65.8518,1.7964,33.3682,211.8403,1.7833,14.8955,0.0000,0.0645,3aid
6.7200,133.4991,1635.4955,3.9546,50.5312,8.0956,15.3494,185.0461,0.3113,0.0000,0.0000,0.0769,3gst
3.6000,41.5088,655.6368,1.6540,2.5357,4.1091,4.4450,3.4624,0.0297,0.0000,0.0000,0.1667,3jdw
4.7000,54.5979,403.5973,1.1111,25.5628,2.8644,2.9136,7.6316,0.0027,0.0000,0.0000,0.1538,3kiv
2.4000,50.4190,668.1794,1.4240,32.9360,2.6047,0.3501,4.1597,0.0000,0.0000,0.0000,0.4000,3pcb
3.6200,53.6801,687.2263,1.9452,34.7007,3.0207,0.2921,4.5854,0.0000,0.0000,0.0000,0.4000,3pcc
6.0500,57.1955,791.4212,2.2580,31.7189,3.0966,0.3897,6.1695,0.0000,0.0000,0.0000,0.4000,3pcf
2.3000,59.5384,750.4528,1.6645,39.9153,3.0660,1.6603,8.8088,0.3088,0.0000,0.0000,0.2857,3pcg
6.7000,50.4910,818.6220,2.1546,23.1606,3.2205,0.2825,6.0928,0.0000,0.0000,0.0000,0.4000,3pck
3.6600,57.0174,855.6858,1.3365,34.7630,1.5886,2.1304,11.6080,0.1275,0.0000,0.0000,0.2500,3pcn
8.8200,85.6279,1247.4963,1.0557,29.1083,2.6109,26.3018,173.9975,0.4304,9.7343,0.0000,0.0667,3tlh
9.7700,115.4760,1623.4117,3.7799,43.4810,4.3252,16.7746,100.5970,0.9312,11.2247,0.0000,0.1333,456c
6.6200,150.9111,2558.4871,3.5857,101.4326,5.1360,73.0857,480.5264,1.7869,98.8200,0.3660,0.0408,4er1
6.5200,186.8076,2762.9910,6.5595,112.9595,9.6024,43.1911,408.0379,0.8676,10.0429,0.2192,0.0408,4fiv
4.3200,54.7749,899.1983,2.5087,1.2356,5.7429,16.1052,61.8740,0.7025,0.0000,0.5178,0.1667,4rsk
10.3300,71.1614,1381.2871,0.4284,81.7028,0.1631,5.2248,58.1157,0.5108,4.7095,0.9917,0.2000,4std
7.7000,202.2891,2635.8618,7.5032,16.9981,14.4256,38.7089,328.2003,0.5056,0.9752,0.0000,0.0513,4tmk
4.9400,75.3016,915.2894,2.6401,10.4954,3.5241,3.4818,18.1348,0.0000,0.0000,0.0000,0.2000,4ts1
6.6400,63.1617,891.7380,3.6362,0.0000,8.2331,1.8325,3.1316,0.0000,0.0000,0.0000,0.2222,5abp
6.5700,177.4583,2877.9636,4.4849,86.4753,7.7645,77.1308,609.3569,1.7428,32.3803,0.1879,0.0308,5er2
7.6600,87.8355,1257.1616,1.3110,44.6969,2.0698,21.8624,193.8259,0.1224,6.6468,0.0000,0.0667,5fiv
10.4900,93.8579,1737.0759,0.9927,137.8177,0.0000,21.4492,113.1886,0.4251,24.9602,0.0000,0.1538,5std
6.3700,84.5408,1228.9432,5.5112,44.8067,9.1598,13.0188,87.0488,0.4082,3.1669,0.0000,0.0952,5tln
8.0400,104.6508,1550.6226,2.1453,58.5559,3.7587,27.8196,150.8988,0.7280,2.2408,0.7112,0.0588,5tmn
7.4700,152.9042,2488.4666,5.8703,11.9560,11.6754,55.2774,310.8612,1.7122,0.5489,0.4011,0.0513,5tmp
3.2600,46.6689,769.9866,1.4663,34.1618,1.8650,2.2561,2.8331,0.2624,5.2460,0.0000,0.2500,5yas
6.3600,49.7108,727.5682,3.1537,0.0000,7.4124,0.0000,0.0000,0.0000,0.0000,0.0000,0.3333,6abp
11.5200,115.4098,1698.3091,5.1923,62.3628,7.1333,31.8549,156.5315,0.5865,2.6615,0.0000,0.0714,6cpa
8.0800,84.7499,1187.3287,1.5134,49.5121,2.9034,23.3837,162.2629,0.4294,4.1061,0.3338,0.0667,6fiv
3.2100,66.3206,625.7119,3.7808,0.0000,8.4784,0.3190,10.0412,0.0000,0.0000,0.0000,0.1667,6tim
6.4600,55.9178,807.1661,3.7720,6.7615,7.6410,0.0000,0.0000,0.0000,0.0000,0.0000,0.2857,7abp
9.6200,166.1375,2822.9155,4.2727,88.9749,6.1267,72.9858,470.0557,3.0917,6.3207,4.3419,0.0312,7hvp
10.7200,71.6689,1336.5792,0.7604,87.2043,0.7603,9.8687,54.6592,0.0094,8.1169,0.0000,0.1538,7std
8.4900,86.4965,1641.7275,2.4885,52.9668,4.7498,21.6793,160.4955,0.9503,17.5294,0.0000,0.1333,7upj
9.2800,103.1723,1596.4059,2.0733,40.3709,3.4251,17.4812,99.5510,0.8373,7.6872,0.3141,0.1333,830c
8.0000,63.1947,889.2001,3.8771,0.0000,8.4276,1.7991,3.2317,0.0000,0.0000,0.0000,0.2222,8abp
7.6400,111.6856,1463.4768,2.9170,36.4723,5.6665,16.7214,102.7374,1.0711,12.2876,0.0000,0.1333,966c
8.0000,58.5756,874.5400,3.7469,0.0000,8.3980,1.2106,3.5681,0.0000,0.0000,0.0000,0.2222,9abp
